name,team,position,season,games,receptions,targets,receiving_yards,rec_ypg,receiving_tds,ypr,receiving_fumbles,receiving_2pt_conversions,target_share,air_yards_share,carries,rushing_yards,rush_ypg,rushing_tds,rush_td_percentage,rushing_fumbles,rushing_2pt_conversions,completions,attempts,comp_percentage,passing_yards,pass_ypg,passing_tds,passing_2pt_conversions,td_percentage,interceptions,sacks,sack_fumbles,offense_snaps,teams_offense_snaps,round,overall,stadium_name,stadium_weather_type,stadium_surface,fantasy_points_ppr
Mac Jones,NE,QB,2023,11,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,26,96.0,8.73,0,0.0,1.0,0,224,345,0.65,2120.0,192.73,10,0,0.03,12.0,22.0,2,635.0,712.0,1.0,15.0,Gillette Stadium,cold,FieldTurf,106.4
Mack Hollins,ATL,WR,2023,9,18,30,251.0,27.89,0,13.94,0.0,0,0.11,0.19,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,277.0,633.0,4.0,118.0,Mercedes-Benz Stadium,indoor,FieldTurf,43.1
Malik Heath,GB,WR,2023,12,15,24,125.0,10.42,1,8.33,0.0,0,0.06,0.06,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.07,0.0,0.0,0,257.0,784.0,0.0,0.0,Lambeau Field,cold,Grass,33.5
Malik Taylor,NYJ,WR,2023,2,2,4,13.0,6.5,0,6.5,0.0,0,0.05,0.13,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,28.0,149.0,0.0,0.0,MetLife Stadium,cold,FieldTurf,3.3
Malik Willis,TEN,QB,2023,2,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5,21.0,10.5,0,0.0,1.0,0,4,5,0.8,74.0,37.0,0,0,0.0,0.0,4.0,0,20.0,122.0,3.0,86.0,Nissan Stadium,moderate,Grass,3.06
Marcedes Lewis,CHI,TE,2023,5,4,5,29.0,5.8,1,7.25,0.0,0,0.04,0.02,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.25,0.0,0.0,0,127.0,362.0,1.0,28.0,Soldier Field,cold,Grass,12.9
Marcus Mariota,PHI,QB,2023,2,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,8,52.0,26.0,0,0.0,0.0,0,15,23,0.65,164.0,82.0,1,0,0.03,1.0,3.0,1,42.0,137.0,1.0,2.0,Lincoln Financial Field,cold,Grass,11.76
Mark Andrews,BAL,TE,2023,10,45,61,544.0,54.4,6,12.09,1.0,0,0.21,0.19,1,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.13,0.0,0.0,0,467.0,669.0,3.0,86.0,M&T Bank Stadium,moderate,FieldTurf,135.4
Marquez Valdes-Scantling,KC,WR,2023,16,21,42,315.0,19.69,1,15.0,1.0,0,0.08,0.19,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.05,0.0,0.0,0,618.0,1085.0,5.0,174.0,Arrowhead Stadium,cold,Grass,56.5
Marquise Brown,ARI,WR,2023,13,51,101,574.0,44.15,4,11.25,0.0,0,0.25,0.39,2,23.0,1.77,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.08,0.0,0.0,0,760.0,860.0,1.0,25.0,State Farm Stadium,indoor,Grass,134.7
Marquise Goodwin,CLE,WR,2023,10,4,13,67.0,6.7,0,16.75,0.0,0,0.04,0.13,4,33.0,3.3,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,102.0,753.0,3.0,78.0,FirstEnergy Stadium,cold,Grass,14.0
Marvin Jones,DET,WR,2023,4,5,10,35.0,8.75,0,7.0,1.0,0,0.08,0.1,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,115.0,275.0,5.0,166.0,Ford Field,indoor,FieldTurf,6.5
Marvin Mims,DEN,WR,2023,15,22,33,377.0,25.13,1,17.14,0.0,0,0.08,0.13,9,30.0,2.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.03,0.0,0.0,0,372.0,959.0,2.0,63.0,Empower Field at Mile High,cold,Grass,74.7
Mason Kinsey,TEN,WR,2023,1,1,1,6.0,6.0,0,6.0,0.0,0,0.04,-0.02,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,3.0,60.0,0.0,0.0,Nissan Stadium,moderate,Grass,1.6
Mason Rudolph,PIT,QB,2023,4,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,10,8.0,2.0,0,0.0,1.0,0,55,74,0.74,719.0,179.75,3,0,0.04,0.0,6.0,2,199.0,253.0,3.0,76.0,Heinz Field,cold,Grass,39.56
Matt Barkley,JAX,QB,2023,1,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,-3.0,-3.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,6.0,60.0,4.0,98.0,TIAA Bank Field,warm,Grass,-0.3
Matt Breida,NYG,RB,2023,15,17,21,88.0,5.87,0,5.18,1.0,0,0.05,0.0,55,151.0,10.07,1,0.02,0.0,0,0,0,0.0,0.0,0.0,0,0,0.01,0.0,0.0,0,279.0,966.0,0.0,0.0,MetLife Stadium,cold,FieldTurf,46.9
Matthew Stafford,LA,QB,2023,15,0,0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,21,65.0,4.33,0,0.0,0.0,0,326,521,0.63,3965.0,264.33,24,1,0.04,11.0,30.0,0,1000.0,1023.0,1.0,1.0,Los Angeles Memorial Coliseum,warm,Grass,243.1
Mecole Hardman,KC,WR,2023,5,14,21,118.0,23.6,0,8.43,0.0,0,0.13,0.11,1,3.0,0.6,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,120.0,329.0,2.0,56.0,Arrowhead Stadium,cold,Grass,26.1
Melvin Gordon,BAL,RB,2023,4,3,3,46.0,11.5,0,15.33,0.0,0,0.03,0.04,26,81.0,20.25,1,0.04,1.0,0,0,0,0.0,0.0,0.0,0,0,0.03,0.0,0.0,0,56.0,247.0,1.0,15.0,M&T Bank Stadium,moderate,FieldTurf,19.7
Michael Carter,ARI,RB,2023,6,9,11,33.0,5.5,1,3.67,0.0,0,0.05,0.01,22,149.0,24.83,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.03,0.0,0.0,0,82.0,430.0,4.0,107.0,State Farm Stadium,indoor,Grass,33.2
Michael Gallup,DAL,WR,2023,16,34,57,418.0,26.12,2,12.29,0.0,0,0.1,0.15,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.06,0.0,0.0,0,592.0,1126.0,3.0,81.0,AT&T Stadium,indoor,FieldTurf,87.8
Michael Mayer,LV,TE,2023,12,27,40,304.0,25.33,2,11.26,0.0,1,0.11,0.08,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.07,0.0,0.0,0,536.0,726.0,2.0,35.0,Allegiant Stadium,indoor,Grass,71.4
Michael Pittman,IND,WR,2023,16,109,156,1152.0,72.0,4,10.57,1.0,2,0.3,0.34,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.04,0.0,0.0,0,0.0,0.0,2.0,34.0,Lucas Oil Stadium,indoor,FieldTurf,252.2
Michael Thomas,NO,WR,2023,10,39,64,448.0,44.8,1,11.49,0.0,0,0.18,0.21,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.03,0.0,0.0,0,490.0,711.0,2.0,47.0,Mercedes-Benz Superdome,indoor,FieldTurf,89.8
Michael Wilson,ARI,WR,2023,13,38,58,565.0,43.46,3,14.87,0.0,1,0.14,0.26,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.08,0.0,0.0,0,709.0,891.0,3.0,94.0,State Farm Stadium,indoor,Grass,114.5
Mike Evans,TB,WR,2023,17,79,136,1255.0,73.82,13,15.89,0.0,0,0.25,0.4,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.16,0.0,0.0,0,863.0,1113.0,1.0,7.0,Raymond James Stadium,warm,Grass,282.5
Mike Gesicki,NE,TE,2023,15,29,45,244.0,16.27,2,8.41,0.0,0,0.1,0.11,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.07,0.0,0.0,0,505.0,935.0,2.0,42.0,Gillette Stadium,cold,FieldTurf,65.4
Mike Strachan,CAR,WR,2023,2,1,3,45.0,22.5,0,45.0,0.0,0,0.05,0.15,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,44.0,133.0,0.0,0.0,Bank of America Stadium,moderate,Grass,5.5
Mike White,MIA,QB,2023,6,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,8,-9.0,-1.5,0,0.0,1.0,0,5,6,0.83,74.0,12.33,1,0,0.07,1.0,0.0,0,53.0,437.0,5.0,171.0,Hard Rock Stadium,warm,Grass,2.06
Mike Williams,LAC,WR,2023,3,19,26,249.0,83.0,1,13.11,0.0,0,0.22,0.29,1,3.0,1.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.05,0.0,0.0,0,167.0,215.0,1.0,7.0,Dignity Health Sports Park,warm,Grass,50.2
Miles Boykin,PIT,WR,2023,4,3,4,17.0,4.25,0,5.67,0.0,0,0.03,0.02,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,39.0,251.0,3.0,93.0,Heinz Field,cold,Grass,4.7
Miles Sanders,CAR,RB,2023,16,27,41,154.0,9.62,0,5.7,0.0,0,0.08,-0.0,129,432.0,27.0,1,0.01,2.0,0,0,0,0.0,0.0,0.0,0,0,0.01,0.0,0.0,0,406.0,1091.0,2.0,53.0,Bank of America Stadium,moderate,Grass,87.6
Mitchell Trubisky,PIT,QB,2023,5,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,16,54.0,10.8,2,0.12,1.0,0,67,107,0.63,632.0,126.4,4,1,0.05,5.0,7.0,0,201.0,317.0,1.0,2.0,Heinz Field,cold,Grass,48.68
Mitchell Wilcox,CIN,TE,2023,9,9,12,56.0,6.22,0,6.22,0.0,0,0.04,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,153.0,582.0,0.0,0.0,Paul Brown Stadium,cold,FieldTurf,14.6
Mo Alie-Cox,IND,TE,2023,13,13,22,161.0,12.38,3,12.38,0.0,1,0.06,0.08,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.23,0.0,0.0,0,346.0,859.0,0.0,0.0,Lucas Oil Stadium,indoor,FieldTurf,49.1
MyCole Pruitt,ATL,TE,2023,9,9,12,110.0,12.22,1,12.22,1.0,0,0.04,0.02,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.11,0.0,0.0,0,192.0,616.0,5.0,143.0,Mercedes-Benz Stadium,indoor,FieldTurf,26.0
Najee Harris,PIT,RB,2023,17,29,38,170.0,10.0,0,5.86,0.0,0,0.08,-0.01,255,1035.0,60.88,8,0.03,2.0,0,0,0,0.0,0.0,0.0,0,0,0.03,0.0,0.0,0,569.0,1081.0,0.0,0.0,Heinz Field,cold,Grass,195.5
Nate Adkins,DEN,TE,2023,4,4,5,22.0,5.5,0,5.5,0.0,0,0.05,-0.01,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,25.0,234.0,0.0,0.0,Empower Field at Mile High,cold,Grass,6.2
Nathan Peterman,CHI,QB,2023,1,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,-4.0,-4.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,1,3.0,75.0,5.0,171.0,Soldier Field,cold,Grass,-0.4
Nelson Agholor,BAL,WR,2023,16,35,45,381.0,23.81,4,10.89,1.0,0,0.09,0.11,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.11,0.0,0.0,0,559.0,1068.0,1.0,20.0,M&T Bank Stadium,moderate,FieldTurf,97.1
Nick Chubb,CLE,RB,2023,2,4,4,21.0,10.5,0,5.25,0.0,0,0.07,0.0,28,170.0,85.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,54.0,160.0,2.0,35.0,FirstEnergy Stadium,cold,Grass,23.1
Nick Mullens,MIN,QB,2023,5,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,10,25.0,5.0,0,0.0,0.0,0,100,148,0.68,1306.0,261.2,7,0,0.04,8.0,12.0,2,244.0,323.0,0.0,0.0,U.S. Bank Stadium,indoor,FieldTurf,66.74
Nick Muse,MIN,TE,2023,1,1,1,22.0,22.0,0,22.0,0.0,0,0.02,0.03,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,2.0,67.0,0.0,0.0,U.S. Bank Stadium,indoor,FieldTurf,3.2
Nick Vannett,LAC,TE,2023,1,1,1,3.0,3.0,0,3.0,0.0,0,0.02,0.01,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,26.0,84.0,3.0,94.0,Dignity Health Sports Park,warm,Grass,1.3
Nick Westbrook-Ikhine,TEN,WR,2023,13,28,45,370.0,28.46,3,13.21,0.0,1,0.12,0.14,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.11,0.0,0.0,0,572.0,831.0,0.0,0.0,Nissan Stadium,moderate,Grass,85.0
Nico Collins,HOU,WR,2023,15,80,109,1297.0,86.47,8,16.21,1.0,1,0.23,0.3,1,7.0,0.47,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.1,0.0,0.0,0,668.0,994.0,3.0,89.0,NRG Stadium,indoor,Grass,260.4
Noah Brown,HOU,WR,2023,10,33,55,567.0,56.7,2,17.18,0.0,0,0.17,0.22,1,-1.0,-0.1,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.06,0.0,0.0,0,463.0,689.0,7.0,239.0,NRG Stadium,indoor,Grass,101.6
Noah Fant,SEA,TE,2023,14,32,43,414.0,29.57,0,12.94,0.0,0,0.09,0.09,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,494.0,889.0,1.0,20.0,CenturyLink Field,moderate,FieldTurf,73.4
Noah Gray,KC,TE,2023,16,28,41,305.0,19.06,2,10.89,0.0,0,0.08,0.08,1,1.0,0.06,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.07,0.0,0.0,0,566.0,1070.0,5.0,162.0,Arrowhead Stadium,cold,Grass,70.6
Olamide Zaccheaus,PHI,WR,2023,11,10,20,164.0,14.91,2,16.4,0.0,0,0.06,0.06,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.2,0.0,0.0,0,385.0,739.0,0.0,0.0,Lincoln Financial Field,cold,Grass,38.4
Parker Washington,JAX,WR,2023,6,16,21,132.0,22.0,2,8.25,1.0,0,0.08,0.06,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.12,0.0,0.0,0,227.0,409.0,6.0,185.0,TIAA Bank Field,warm,Grass,39.2
Parris Campbell,NYG,WR,2023,8,20,27,104.0,13.0,0,5.2,0.0,0,0.11,0.07,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0,189.0,509.0,2.0,59.0,MetLife Stadium,cold,FieldTurf,30.4
Pat Freiermuth,PIT,TE,2023,11,32,47,308.0,28.0,2,9.62,0.0,1,0.15,0.12,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.06,0.0,0.0,0,437.0,695.0,2.0,55.0,Heinz Field,cold,Grass,76.8
Patrick Mahomes,KC,QB,2023,16,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,75,389.0,24.31,0,0.0,2.0,0,401,597,0.67,4183.0,261.44,27,0,0.04,14.0,27.0,4,1051.0,1072.0,1.0,10.0,Arrowhead Stadium,cold,Grass,280.22
Patrick Taylor,GB,RB,2023,10,11,17,49.0,4.9,0,4.45,0.0,0,0.05,-0.01,32,141.0,14.1,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,215.0,642.0,0.0,0.0,Lambeau Field,cold,Grass,30.0
Payne Durham,TB,TE,2023,6,5,7,58.0,9.67,0,11.6,0.0,0,0.03,0.05,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,64.0,399.0,5.0,171.0,Raymond James Stadium,warm,Grass,10.8
Peyton Hendershot,DAL,TE,2023,7,4,7,38.0,5.43,0,9.5,0.0,0,0.03,0.02,1,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,144.0,488.0,0.0,0.0,AT&T Stadium,indoor,FieldTurf,7.8
Pharaoh Brown,NE,TE,2023,9,13,15,208.0,23.11,1,16.0,1.0,0,0.06,0.06,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.08,0.0,0.0,0,243.0,526.0,0.0,0.0,Gillette Stadium,cold,FieldTurf,37.8
Phillip Dorsett,DEN,WR,2023,2,0,3,0.0,0.0,0,0.0,0.0,0,0.05,0.21,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,34.0,136.0,1.0,29.0,Empower Field at Mile High,cold,Grass,0.0
Pierre Strong,CLE,RB,2023,13,5,8,47.0,3.62,0,9.4,0.0,0,0.02,-0.0,63,291.0,22.38,1,0.02,1.0,0,0,0,0.0,0.0,0.0,0,0,0.01,0.0,0.0,0,166.0,941.0,4.0,127.0,FirstEnergy Stadium,cold,Grass,42.8
Puka Nacua,LA,WR,2023,17,105,160,1486.0,87.41,6,14.15,1.0,0,0.29,0.33,12,89.0,5.24,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.05,0.0,0.0,0,1000.0,1157.0,5.0,177.0,Los Angeles Memorial Coliseum,warm,Grass,298.5
Quentin Johnston,LAC,WR,2023,17,38,67,431.0,25.35,2,11.34,0.0,0,0.11,0.21,3,9.0,0.53,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.05,0.0,0.0,0,748.0,1163.0,1.0,21.0,Dignity Health Sports Park,warm,Grass,94.0
Quez Watkins,PHI,WR,2023,5,15,21,142.0,28.4,1,9.47,0.0,0,0.12,0.16,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.07,0.0,0.0,0,250.0,353.0,6.0,200.0,Lincoln Financial Field,cold,Grass,35.2
Quintin Morris,BUF,TE,2023,2,2,3,26.0,13.0,1,13.0,0.0,0,0.05,0.08,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.5,0.0,0.0,0,47.0,137.0,0.0,0.0,New Era Field,cold,FieldTurf,10.6
Rachaad White,TB,RB,2023,17,64,70,549.0,32.29,3,8.58,1.0,0,0.12,-0.01,272,990.0,58.24,6,0.02,2.0,0,0,0,0.0,0.0,0.0,0,0,0.03,0.0,0.0,0,861.0,1112.0,3.0,91.0,Raymond James Stadium,warm,Grass,267.9
Raheem Blackshear,CAR,RB,2023,8,6,7,45.0,5.62,0,7.5,0.0,0,0.03,0.01,14,46.0,5.75,0,0.0,0.0,1,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,46.0,514.0,0.0,0.0,Bank of America Stadium,moderate,Grass,17.1
Raheem Mostert,MIA,RB,2023,15,25,32,175.0,11.67,3,7.0,2.0,0,0.07,-0.01,209,1012.0,67.47,18,0.09,2.0,0,0,0,0.0,0.0,0.0,0,0,0.09,0.0,0.0,0,555.0,985.0,0.0,0.0,Hard Rock Stadium,warm,Grass,267.7
Rakim Jarrett,TB,WR,2023,6,4,9,60.0,10.0,0,15.0,0.0,0,0.04,0.08,1,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,80.0,420.0,0.0,0.0,Raymond James Stadium,warm,Grass,10.0
Randall Cobb,NYJ,WR,2023,9,5,17,39.0,4.33,1,7.8,0.0,1,0.06,0.08,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.2,0.0,0.0,0,200.0,548.0,2.0,64.0,MetLife Stadium,cold,FieldTurf,16.9
Rashaad Penny,PHI,RB,2023,3,1,1,5.0,1.67,0,5.0,0.0,0,0.02,0.0,11,33.0,11.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,31.0,207.0,1.0,27.0,Lincoln Financial Field,cold,Grass,4.8
Rashee Rice,KC,WR,2023,16,79,102,938.0,58.62,7,11.87,2.0,0,0.18,0.15,1,-3.0,-0.19,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.09,0.0,0.0,0,622.0,1076.0,2.0,55.0,Arrowhead Stadium,cold,Grass,212.5
Rashid Shaheed,NO,WR,2023,15,46,75,719.0,47.93,5,15.63,0.0,0,0.14,0.23,7,37.0,2.47,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.09,0.0,0.0,0,604.0,1048.0,0.0,0.0,Mercedes-Benz Superdome,indoor,FieldTurf,157.6
Rashod Bateman,BAL,WR,2023,15,32,56,367.0,24.47,1,11.47,0.0,0,0.14,0.22,1,18.0,1.2,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.03,0.0,0.0,0,584.0,1019.0,1.0,27.0,M&T Bank Stadium,moderate,FieldTurf,76.5
Ray-Ray McCloud,SF,WR,2023,7,12,15,135.0,19.29,0,11.25,0.0,0,0.08,0.06,3,30.0,4.29,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,162.0,432.0,0.0,0.0,Levi's Stadium,moderate,Grass,28.5
Rhamondre Stevenson,NE,RB,2023,12,38,51,238.0,19.83,0,6.26,0.0,0,0.13,-0.0,156,619.0,51.58,4,0.03,1.0,0,0,0,0.0,0.0,0.0,0,0,0.02,0.0,0.0,0,486.0,775.0,4.0,120.0,Gillette Stadium,cold,FieldTurf,145.7
Richie James,KC,WR,2023,8,10,14,114.0,14.25,0,11.4,0.0,0,0.05,0.07,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,128.0,529.0,7.0,240.0,Arrowhead Stadium,cold,Grass,21.4
Rico Dowdle,DAL,RB,2023,16,17,22,144.0,9.0,2,8.47,0.0,0,0.04,-0.0,89,361.0,22.56,2,0.02,0.0,0,0,0,0.0,0.0,0.0,0,0,0.04,0.0,0.0,0,247.0,1117.0,0.0,0.0,AT&T Stadium,indoor,FieldTurf,91.5
River Cracraft,MIA,WR,2023,6,9,12,121.0,20.17,1,13.44,0.0,0,0.06,0.05,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.11,0.0,0.0,0,118.0,389.0,0.0,0.0,Hard Rock Stadium,warm,Grass,27.1
Robbie Chosen,MIA,WR,2023,5,4,6,126.0,25.2,1,31.5,0.0,0,0.04,0.12,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.25,0.0,0.0,0,83.0,342.0,0.0,0.0,Hard Rock Stadium,warm,Grass,22.6
Robert Tonyan,CHI,TE,2023,11,11,17,112.0,10.18,0,10.18,0.0,0,0.06,0.05,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,236.0,733.0,0.0,0.0,Soldier Field,cold,Grass,22.2
Robert Woods,HOU,WR,2023,13,40,75,426.0,32.77,1,10.65,0.0,0,0.17,0.2,1,7.0,0.54,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.02,0.0,0.0,0,634.0,885.0,2.0,41.0,NRG Stadium,indoor,Grass,89.3
Rod Williams,PIT,TE,2023,1,0,2,0.0,0.0,0,0.0,0.0,0,0.05,0.02,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Heinz Field,cold,Grass,0.0
Romeo Doubs,GB,WR,2023,17,59,96,674.0,39.65,8,11.42,1.0,0,0.17,0.23,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.14,0.0,0.0,0,845.0,1108.0,4.0,132.0,Lambeau Field,cold,Grass,174.4
Rondale Moore,ARI,WR,2023,17,40,62,352.0,20.71,1,8.8,1.0,0,0.12,0.08,28,178.0,10.47,1,0.04,0.0,0,0,0,0.0,0.0,0.0,0,0,0.03,0.0,0.0,0,757.0,1140.0,2.0,49.0,State Farm Stadium,indoor,Grass,105.0
Ronnie Bell,SF,WR,2023,8,6,13,68.0,8.5,3,11.33,0.0,0,0.06,0.09,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.5,0.0,0.0,0,125.0,542.0,7.0,253.0,Levi's Stadium,moderate,Grass,30.8
Ronnie Rivers,LA,RB,2023,7,5,5,22.0,3.14,0,4.4,0.0,0,0.02,-0.01,32,129.0,18.43,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,93.0,484.0,0.0,0.0,Los Angeles Memorial Coliseum,warm,Grass,20.1
Roschon Johnson,CHI,RB,2023,15,34,40,209.0,13.93,0,6.15,0.0,0,0.09,-0.01,81,352.0,23.47,2,0.02,1.0,0,0,0,0.0,0.0,0.0,0,0,0.02,0.0,0.0,0,395.0,1013.0,4.0,115.0,Soldier Field,cold,Grass,102.1
Ross Dwelley,SF,TE,2023,2,1,2,12.0,6.0,0,12.0,0.0,0,0.04,0.04,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,7.0,117.0,0.0,0.0,Levi's Stadium,moderate,Grass,2.2
Royce Freeman,LA,RB,2023,9,1,2,13.0,1.44,0,13.0,0.0,0,0.01,-0.0,77,319.0,35.44,2,0.03,0.0,0,0,0,0.0,0.0,0.0,0,0,0.03,0.0,0.0,0,207.0,614.0,3.0,71.0,Los Angeles Memorial Coliseum,warm,Grass,46.2
Russell Wilson,DEN,QB,2023,15,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,80,341.0,22.73,3,0.04,3.0,0,297,447,0.66,3070.0,204.67,26,2,0.06,8.0,45.0,7,938.0,942.0,3.0,75.0,Empower Field at Mile High,cold,Grass,256.9
Ryan Tannehill,TEN,QB,2023,9,0,1,0.0,0.0,0,0.0,0.0,0,0.0,-0.0,17,74.0,8.22,1,0.06,1.0,0,149,230,0.65,1616.0,179.56,4,0,0.02,7.0,32.0,2,500.0,535.0,1.0,8.0,Nissan Stadium,moderate,Grass,80.04
Salvon Ahmed,MIA,RB,2023,7,16,23,88.0,12.57,1,5.5,0.0,0,0.09,0.01,22,61.0,8.71,1,0.05,0.0,0,0,0,0.0,0.0,0.0,0,0,0.05,0.0,0.0,0,131.0,457.0,0.0,0.0,Hard Rock Stadium,warm,Grass,42.9
